subject,block,blockType,trialCount,acc,RT,congruency,cuedTask,taskSequence,sequenceType,sequenceKind,sequencePosition,switchProp,incongruentProp
sub34,1,B,116,0,1060,c,p,s,s,3,2,75%,75%
sub34,1,B,117,1,1329,i,p,r,s,3,3,75%,75%
sub34,1,B,118,0,1017,c,m,s,s,3,4,75%,75%
sub34,1,B,125,1,1094,c,m,r,s,1,2,75%,75%
sub34,1,B,126,1,804,i,p,s,s,1,3,75%,75%
sub34,1,B,127,0,NA,c,p,r,s,1,4,75%,75%
sub34,1,B,135,1,906,c,m,s,s,4,2,75%,75%
sub34,1,B,136,1,1051,i,m,r,s,4,3,75%,75%
sub34,1,B,137,0,NA,i,m,r,s,4,4,75%,75%
sub34,1,B,145,1,1328,c,m,s,s,4,2,75%,75%
sub34,1,B,146,1,1202,i,m,r,s,4,3,75%,75%
sub34,1,B,147,1,1457,i,m,r,s,4,4,75%,75%
sub34,1,B,154,0,1335,c,m,r,s,1,2,75%,75%
sub34,1,B,155,1,1159,i,p,s,s,1,3,75%,75%
sub34,1,B,156,1,1112,c,p,r,s,1,4,75%,75%
sub34,2,C,167,1,1325,c,p,s,s,3,2,25%,25%
sub34,2,C,168,1,930,i,p,r,s,3,3,25%,25%
sub34,2,C,169,0,NA,c,m,s,s,3,4,25%,25%
sub34,2,C,177,0,1269,c,m,s,s,3,2,25%,25%
sub34,2,C,178,1,1037,i,m,r,s,3,3,25%,25%
sub34,2,C,179,1,916,c,p,s,s,3,4,25%,25%
sub34,2,C,187,1,1202,c,m,s,s,4,2,25%,25%
sub34,2,C,188,1,1312,i,m,r,s,4,3,25%,25%
sub34,2,C,189,1,1126,i,m,r,s,4,4,25%,25%
sub34,2,C,197,1,890,c,p,r,s,2,2,25%,25%
sub34,2,C,198,1,1284,i,m,s,s,2,3,25%,25%
sub34,2,C,199,1,768,i,p,s,s,2,4,25%,25%
sub34,2,C,206,1,1248,c,p,r,s,2,2,25%,25%
sub34,2,C,207,0,1107,i,m,s,s,2,3,25%,25%
sub34,2,C,208,1,829,i,p,s,s,2,4,25%,25%
sub34,2,C,216,1,1214,c,p,r,s,2,2,25%,25%
sub34,2,C,217,0,1016,i,m,s,s,2,3,25%,25%
sub34,2,C,218,1,1408,i,p,s,s,2,4,25%,25%
sub34,2,C,226,1,1023,c,m,s,s,4,2,25%,25%
sub34,2,C,227,0,1110,i,m,r,s,4,3,25%,25%
sub34,2,C,228,1,1107,i,m,r,s,4,4,25%,25%
sub34,2,C,235,1,1045,c,p,r,s,1,2,25%,25%
sub34,2,C,236,1,1167,i,m,s,s,1,3,25%,25%
sub34,2,C,237,1,1198,c,m,r,s,1,4,25%,25%
sub34,2,C,245,0,1156,c,m,r,s,1,2,25%,25%
sub34,2,C,246,1,1198,i,p,s,s,1,3,25%,25%
sub34,2,C,247,1,938,c,p,r,s,1,4,25%,25%
sub34,2,C,255,1,1232,c,m,s,s,3,2,25%,25%
sub34,2,C,256,0,NA,i,m,r,s,3,3,25%,25%
sub34,2,C,257,1,853,c,p,s,s,3,4,25%,25%
sub34,2,C,265,1,860,c,p,r,s,2,2,25%,25%
sub34,2,C,266,0,NA,i,m,s,s,2,3,25%,25%
sub34,2,C,267,1,898,i,p,s,s,2,4,25%,25%
sub34,2,C,275,0,1371,c,m,s,s,3,2,25%,25%
sub34,2,C,276,1,891,i,m,r,s,3,3,25%,25%
sub34,2,C,277,1,1025,c,p,s,s,3,4,25%,25%
sub34,2,C,285,0,NA,c,m,r,s,1,2,25%,25%
sub34,2,C,286,1,868,i,p,s,s,1,3,25%,25%
sub34,2,C,287,1,929,c,p,r,s,1,4,25%,25%
sub34,2,C,295,1,845,c,p,s,s,4,2,25%,25%
sub34,2,C,296,1,1171,i,p,r,s,4,3,25%,25%
sub34,2,C,297,1,1141,i,p,r,s,4,4,25%,25%
sub34,2,C,303,1,1063,c,m,s,s,4,2,25%,25%
sub34,2,C,304,1,1454,i,m,r,s,4,3,25%,25%
sub34,2,C,305,0,NA,i,m,r,s,4,4,25%,25%
sub34,2,C,313,0,1417,c,m,r,s,1,2,25%,25%
sub34,2,C,314,1,1024,i,p,s,s,1,3,25%,25%
sub34,2,C,315,1,1030,c,p,r,s,1,4,25%,25%
sub34,3,A,327,1,1435,c,p,s,s,3,2,25%,75%
sub34,3,A,328,1,1094,i,p,r,s,3,3,25%,75%
sub34,3,A,329,1,1138,c,m,s,s,3,4,25%,75%
sub34,3,A,337,1,1282,c,p,s,s,3,2,25%,75%
sub34,3,A,338,1,903,i,p,r,s,3,3,25%,75%
sub34,3,A,339,1,1202,c,m,s,s,3,4,25%,75%
sub34,3,A,347,1,1075,c,p,s,s,4,2,25%,75%
sub34,3,A,348,1,1454,i,p,r,s,4,3,25%,75%
sub34,3,A,349,1,1017,i,p,r,s,4,4,25%,75%
sub34,3,A,357,1,943,c,p,r,s,2,2,25%,75%
sub34,3,A,358,1,1401,i,m,s,s,2,3,25%,75%
sub34,3,A,359,1,1008,i,p,s,s,2,4,25%,75%
